wilaya_code,name_ar,name_en
26,تفراوت,تفراوت
26,بعطة,بعطة
26,بوغار,بوغار
26,سيدي نعمان,سيدي نعمان
26,أولاد بوعشرة,أولاد بوعشرة
26,سيدي زهار,سيدي زهار
26,وادي حربيل,وادي حربيل
26,بن شكاو,بن شكاو
26,سيدي دامد,سيدي دامد
26,عزيز,عزيز
26,السواقي,السواقي
26,الزبيرية,الزبيرية
26,قصر البخاري,قصر البخاري
26,العزيزية,العزيزية
26,جواب,جواب
26,الشهبونية,الشهبونية
26,مغراوة,مغراوة
26,شنيقل,شنيقل
26,عين القصيرة,عين القصيرة
26,أم الجليل,أم الجليل
26,عوامري,عوامري
26,سي المحجوب,سي المحجوب
26,ثلاث دوائر,ثلاث دوائر
26,بني سليمان,بني سليمان
26,البرواقية,البرواقية
26,سغوان,سغوان
26,مفتاح,مفتاح
26,ميهوب,ميهوب
26,بوغزول,بوغزول
26,تابلاط,تابلاط
26,الحوضان,الحوضان
26,ذراع السمار,ذراع السمار
26,سيدي الربيع,سيدي الربيع
26,بئر بن عابد,بئر بن عابد
26,العوينات,العوينات
26,أولاد عنتر,أولاد عنتر
26,بوعيشون,بوعيشون
26,حناشة,حناشة
26,سدراية,سدراية
26,مجبر,مجبر
26,خمس جوامع,خمس جوامع
26,السائق,السائق
27,مستغانم,مستغانم
27,صيادة,صيادة
27,فرناقة,فرناقة
27,ستيدية,ستيدية
27,عين نويسي,عين نويسي
27,حاسي ماماش,حاسي ماماش
27,عين تادلس,عين تادلس
27,سور,سور
27,وادي الخير,وادي الخير
27,سيدي بلعطار,سيدي بلعطار
27,خير الدين,خير الدين
27,سيدي علي,سيدي علي
27,بن عبد المالك رمضان,بن عبد المالك رمضان
27,حجاج,حجاج
27,نكمارية,نكمارية
27,سيدي لخضر,سيدي لخضر
27,عشعاشة,عشعاشة
27,خضراء,خضراء
27,بوقيراط,بوقيراط
27,سيرات,سيرات
27,عين سيدي الشريف,عين سيدي الشريف
27,ماسرة,ماسرة
27,منصورة,منصورة
27,السوافلية,السوافلية
27,أولاد بوغالم,أولاد بوغالم
27,أولاد مع الله,أولاد مع الله
27,مزغران,مزغران
27,عين بودينار,عين بودينار
27,تزقايت,تزقايت
27,صفصاف,صفصاف
27,الطواهرية,الطواهرية
27,الحسيان,الحسيان
28,المسيلة,المسيلة
28,المعاضيد,المعاضيد
28,حمام الضلعة,حمام الضلعة
28,أولاد دراج,أولاد دراج
28,تارمونت,تارمونت
28,المطارفة,المطارفة
28,خبانة,خبانة
28,مصيف,مصيف
28,شلال,شلال
28,أولاد ماضي,أولاد ماضي
28,مقرة,مقرة
28,برهوم,برهوم
28,عين خضراء,عين خضراء
28,أولاد عدي قبالة,أولاد عدي قبالة
28,بلعايبة,بلعايبة
28,سيدي عيسى,سيدي عيسى
28,عين الحجل,عين الحجل
28,سيدي هجرس,سيدي هجرس
28,ونوغة,ونوغة
28,بوسعادة,بوسعادة
28,أولاد سيدي ابراهيم,أولاد سيدي ابراهيم
28,سيدي عامر,سيدي عامر
28,تامسة,تامسة
28,ابن سرور,ابن سرور
28,أولاد سليمان,أولاد سليمان
28,الحوامد,الحوامد
28,الهامل,الهامل
28,أولاد منصور,أولاد منصور
28,معاريف,معاريف
28,دهاهنة,دهاهنة
28,بوطي السياح,بوطي السياح
28,ختوتي سد الجير,ختوتي سد الجير
28,زرزور,زرزور
28,محمد بوضياف,محمد بوضياف
28,بن زوح,بن زوح
28,بئر الفضة,بئر الفضة
28,عين فارس,عين فارس
28,سيدي أحمد,سيدي أحمد
28,منعة -أولاد عطية,منعة -أولاد عطية
28,الصوامع,الصوامع
28,عين الملح,عين الملح
28,مجدل,مجدل
28,سليم,سليم
28,عين الريش,عين الريش
28,بني يلمان,بني يلمان
28,ولتام,ولتام
28,جبل مسعد,جبل مسعد
29,معسكر,معسكر
29,بوحنيفية,بوحنيفية
29,تيزي,تيزي
29,حسين,حسين
29,ماوسة,ماوسة
29,تيغنيف,تيغنيف
29,الحشم,الحشم
29,سيدي قادة,سيدي قادة
29,زلامطة,زلامطة
29,وادي الأبطال,وادي الأبطال
29,عين فراح,عين فراح
29,غريس,غريس
29,فروحة,فروحة
29,المطمور,المطمور
29,ماقضة,ماقضة
29,سيدي بوسعيد,سيدي بوسعيد
29,البرج,البرج
29,عين فكان,عين فكان
29,بنيان,بنيان
29,خلوية,خلوية
29,المنور,المنور
29,وادي تاغية,وادي تاغية
29,عوف,عوف
29,عين فارس,عين فارس
29,عين الفرس,عين الفرس
29,سيق,سيق
29,عكاز,عكاز
29,العلايمية,العلايمية
29,القعدة,القعدة
29,زهانة,زهانة
29,المحمدية,المحمدية
29,سيدي عبد المومن,سيدي عبد المومن
29,فراقيق,فراقيق
29,الغمري,الغمري
29,سجرارة,سجرارة
29,مقطع الدوز,مقطع الدوز
29,بوهني,بوهني
29,القطنة,القطنة
29,المأمونية,المأمونية
29,القرط,القرط
29,غروس,غروس
29,قرجوم,قرجوم
29,الشرفاء,الشرفاء
29,رأس عين عميروش,رأس عين عميروش
29,نسمط,نسمط
29,سيدي عبد الجبار,سيدي عبد الجبار
29,السهايلية,السهايلية
30,ورقلة,ورقلة
30,عين البيضاء,عين البيضاء
30,نقوسة,نقوسة
30,حاسي مسعود,حاسي مسعود
30,الرويسات,الرويسات
30,سيدي خويلد,سيدي خويلد
30,حاسي بن عبد الله,حاسي بن عبد الله
30,البرمة,البرمة
31,وهران,وهران
31,قديل,قديل
31,بئر الجير,بئر الجير
31,حاسي بونيف,حاسي بونيف
31,السانية,السانية
31,أرزيو,أرزيو
31,بطيوة,بطيوة
31,مرسى الحجاج,مرسى الحجاج
31,عين الترك,عين الترك
31,العنصر,العنصر
31,وادي تليلات,وادي تليلات
31,طفراوي,طفراوي
31,سيدي الشحمي,سيدي الشحمي
31,بوفتيس,بوفتيس
31,المرسى الكبير,المرسى الكبير
31,بوصفر,بوصفر
31,الكرمة,الكرمة
31,البراية,البراية
31,حاسي بن عقبة,حاسي بن عقبة
31,بن فريحة,بن فريحة
31,حاسي مفسوخ,حاسي مفسوخ
31,سيدي بن يبقى,سيدي بن يبقى
31,مسرغين,مسرغين
31,بوتليليس,بوتليليس
31,عين الكرمة,عين الكرمة
31,عين البية,عين البية
32,البيض,البيض
32,رقاصة,رقاصة
32,ستيتن,ستيتن
32,بريزينة,بريزينة
32,غسول,غسول
32,بوعلام,بوعلام
32,الأبيض سيدي الشيخ,الأبيض سيدي الشيخ
32,عين العراك,عين العراك
32,عرباوة,عرباوة
32,بوقطب,بوقطب
32,الخيثر,الخيثر
32,الكاف الأحمر,الكاف الأحمر
32,بوسمغون,بوسمغون
32,شلالة,شلالة
32,كراكدة,كراكدة
32,البنود,البنود
32,الشقيق,الشقيق
32,سيدي عامر,سيدي عامر
32,المهارة,المهارة
32,توسمولين,توسمولين
32,سيدي سليمان,سيدي سليمان
32,سيدي تيفور,سيدي تيفور
33,إيليزي,إيليزي
33,دبداب,دبداب
33,برج عمر إدريس,برج عمر إدريس
33,إن أميناس,إن أميناس
34,برج بوعريريج,برج بوعريريج
34,رأس الوادي,رأس الوادي
34,برج زمورة,برج زمورة
34,المنصورة,المنصورة
34,المهير,المهير
34,بن داود,بن داود
34,الياشير,الياشير
34,عين تاغروت,عين تاغروت
34,برج غدير,برج غدير
34,سيدي مبارك,سيدي مبارك
34,الحمادية,الحمادية
34,بليمور,بليمور
34,مجانة,مجانة
34,ثنية النصر,ثنية النصر
34,الجعافرة,الجعافرة
34,الماين,الماين
34,أولاد أبراهيم,أولاد أبراهيم
34,أولاد دحمان,أولاد دحمان
34,حسناوة,حسناوة
34,خليل,خليل
34,تقلعيت,تقلعيت
34,القصور,القصور
34,أولاد سيدي ابراهيم,أولاد سيدي ابراهيم
34,تفرق,تفرق
34,القلة,القلة
34,تيكستير,تيكستير
34,العش,العش
34,العنصر,العنصر
34,تسمرت,تسمرت
34,عين تسرة,عين تسرة
34,بئر قصد علي,بئر قصد علي
34,غيلاسة,غيلاسة
34,الرابطة,الرابطة
34,حرازة,حرازة
35,بومرداس,بومرداس
35,بودواو,بودواو
35,أفير,أفير
35,برج منايل,برج منايل
35,بغلية,بغلية
35,سيدي داود,سيدي داود
35,الناصرية,الناصرية
35,جينات,جينات
35,يسر,يسر
35,زموري,زموري
35,سي مصطفى,سي مصطفى
35,تجلبين,تجلبين
35,شعبة العامر,شعبة العامر
35,الثنية,الثنية
35,تمزريت,تمزريت
35,قورصو,قورصو
35,أولاد موسى,أولاد موسى
35,الاربعطاش,الاربعطاش
35,بوزقرة قدارة,بوزقرة قدارة
35,تورقة,تورقة
35,أولاد عيسى,أولاد عيسى
35,بني شود,بني شود
35,دلس,دلس
35,عمال,عمال
35,بني عمران,بني عمران
35,سوق الأحد,سوق الأحد
35,بودواو البحري,بودواو البحري
35,أولاد هداج,أولاد هداج
35,القاطة,القاطة
35,حمادي,حمادي
35,خميس الخشنة,خميس الخشنة
35,الخروبة,الخروبة
36,الطارف,الطارف
36,بوحجار,بوحجار
36,ابن مهيدي,ابن مهيدي
36,بوقوس,بوقوس
36,القالة,القالة
36,عين العسل,عين العسل
36,العيون,العيون
36,بوثلجة,بوثلجة
36,السواريخ,السواريخ
36,بريحان,بريحان
36,بحيرة الطيور,بحيرة الطيور
36,الشافية,الشافية
36,الذرغان,الذرغان
36,شهاني,شهاني
36,شبايطة مختار,شبايطة مختار
36,البسباس,البسباس
36,عصفور,عصفور
36,الشط,الشط
36,زريزر,زريزر
36,الزيتونة,الزيتونة
36,عين الكرمة,عين الكرمة
36,وادي الزيتون,وادي الزيتون
36,حمام بن صالح,حمام بن صالح
36,رمل السوق,رمل السوق
37,تندوف,تندوف
37,أم العسل,أم العسل
38,تيسمسيلت,تيسمسيلت
38,برج بونعامة,برج بونعامة
38,ثنية الاحد,ثنية الاحد
38,الأزهرية,الأزهرية
38,بني شعيب,بني شعيب
38,الأرجم,الأرجم
38,ملعب,ملعب
38,سيدي العنتري,سيدي العنتري
38,برج الأمير عبد القادر,برج الأمير عبد القادر
38,العيون,العيون
38,خميستي,خميستي
38,أولاد بسام,أولاد بسام
38,عماري,عماري
38,اليوسفية,اليوسفية
38,سيدي بوتوشنت,سيدي بوتوشنت
38,الأربعاء,الأربعاء
38,المعاصم,المعاصم
38,سيدي عابد,سيدي عابد
38,تاملاحت,تاملاحت
38,سيدي سليمان,سيدي سليمان
38,بوقايد,بوقايد
38,بني الحسن,بني الحسن
39,الوادي,الوادي
39,الرباح,الرباح
39,وادي العلندة,وادي العلندة
39,البياضة,البياضة
39,النخلة,النخلة
39,قمار,قمار
39,كوينين,كوينين
39,الرقيبة,الرقيبة
39,الحمراية,الحمراية
39,تاغزوت,تاغزوت
39,الدبيلة,الدبيلة
39,حساني عبد الكريم,حساني عبد الكريم
39,حاسي خليفة,حاسي خليفة
39,طالب العربي,طالب العربي
39,دوار الماء,دوار الماء
39,سيدي عون,سيدي عون
39,الطريفاوي,الطريفاوي
39,المقرن,المقرن
39,بني قشة,بني قشة
39,ورماس,ورماس
39,العقلة,العقلة
39,ميه وانسة,ميه وانسة
40,خنشلة,خنشلة
40,متوسة,متوسة
40,قايس,قايس
40,بغاي,بغاي
40,الحامة,الحامة
40,عين الطويلة,عين الطويلة
40,تاوزيانت,تاوزيانت
40,بوحمامة,بوحمامة
40,الولجة,الولجة
40,الرميلة,الرميلة
40,ششار,ششار
40,جلال,جلال
40,ببار,ببار
40,تلمزة,تلمزة
40,انسيغة,انسيغة
40,أولاد رشاش,أولاد رشاش
40,المحمل,المحمل
40,مصارة,مصارة
40,يابوس,يابوس
40,خيران,خيران
40,شلية,شلية
41,سوق أهراس,سوق أهراس
41,سدراتة,سدراتة
41,الجنانشة,الجنانشة
41,مشروحة,مشروحة
41,أولاد إدريس,أولاد إدريس
41,تيفاش,تيفاش
41,الزعرورية,الزعرورية
41,تاورة,تاورة
41,الدريعة,الدريعة
41,الحدادة,الحدادة
41,لخضارة,لخضارة
41,المراهنة,المراهنة
41,أولاد مومن,أولاد مومن
41,بئر بوحوش,بئر بوحوش
41,مداوروش,مداوروش
41,أم العظايم,أم العظايم
41,عين الزانة,عين الزانة
41,عين السلطان,عين السلطان
41,ويلان,ويلان
41,سيدي فرج,سيدي فرج
41,سافل الويدان,سافل الويدان
41,الرقوبة,الرقوبة
41,خميسة,خميسة
41,وادي الكبريت,وادي الكبريت
41,ترقالت,ترقالت
41,الزوابي,الزوابي
42,تيبازة,تيبازة
42,مناصر,مناصر
42,الأرهاط,الأرهاط
42,دواودة,دواودة
42,بورقيقة,بورقيقة
42,خميستي,خميستي
42,أغبال,أغبال
42,حجوط,حجوط
42,سيدي عامر,سيدي عامر
42,قوراية,قوراية
42,الناظور,الناظور
42,الشعيبة,الشعيبة
42,عين تاقورايت,عين تاقورايت
42,شرشال,شرشال
42,الداموس,الداموس
42,مراد,مراد
42,فوكة,فوكة
42,بواسماعيل,بواسماعيل
42,أحمر العين,أحمر العين
42,بوهارون,بوهارون
42,سيدي غيلاس,سيدي غيلاس
42,مسلمون,مسلمون
42,سيدي راشد,سيدي راشد
42,القليعة,القليعة
42,الحطاطبة,الحطاطبة
42,سيدي سميان,سيدي سميان
42,بني ميلك,بني ميلك
42,حجرة النص,حجرة النص
43,ميلة,ميلة
43,فرجيوة,فرجيوة
43,شلغوم العيد,شلغوم العيد
43,وادي العثمانية,وادي العثمانية
43,عين ملوك,عين ملوك
43,تلاغمة,تلاغمة
43,وادي سقان,وادي سقان
43,تاجنانت,تاجنانت
43,أبن يحيى عبد الرحمن,أبن يحيى عبد الرحمن
43,وادي النجاء,وادي النجاء
43,أحمد راشدي,أحمد راشدي
43,أولاد خلوف,أولاد خلوف
43,تيبرقنت,تيبرقنت
43,بوحاتم,بوحاتم
43,الرواشد,الرواشد
43,تسالة المطاعي,تسالة المطاعي
43,قرارم قوقة,قرارم قوقة
43,سيدي مروان,سيدي مروان
43,تسادان حدادة,تسادان حدادة
43,دراجي بوصالح,دراجي بوصالح
43,مينار زرزة,مينار زرزة
43,عميرة أراس,عميرة أراس
43,ترعي بايبان,ترعي بايبان
43,حمالة,حمالة
43,عين التين,عين التين
43,المشيرة,المشيرة
43,سيدي خليفة,سيدي خليفة
43,الزغاية,الزغاية
43,العيادي برباس,العيادي برباس
43,عين البيضاء حريش,عين البيضاء حريش
43,يحيى بني قشة,يحيى بني قشة
43,السيقارة,السيقارة
44,عين الدفلة,عين الدفلة
44,مليانة,مليانة
44,بومدفع,بومدفع
44,خميس مليانة,خميس مليانة
44,حمام ريغة,حمام ريغة
44,عريب,عريب
44,جليدة,جليدة
44,العامرة,العامرة
44,بوراشد,بوراشد
44,العطاف,العطاف
44,العبادية,العبادية
44,جندل,جندل
44,وادي الشرفاء,وادي الشرفاء
44,عين الاشياخ,عين الاشياخ
44,وادي جمعة,وادي جمعة
44,روينة,روينة
44,زدين,زدين
44,الحسانية,الحسانية
44,بئر ولد خليفة,بئر ولد خليفة
44,عين السلطان,عين السلطان
44,طارق بن زياد,طارق بن زياد
44,برج الأمير خالد,برج الأمير خالد
44,عين الترك,عين الترك
44,سيدي الأخضر,سيدي الأخضر
44,إبن علال,إبن علال
44,عين البنيان,عين البنيان
44,الحسينية,الحسينية
44,بربوش,بربوش
44,جمعة أولاد الشيخ,جمعة أولاد الشيخ
44,المخاطرية,المخاطرية
44,بطحية,بطحية
44,تاشتة زقاغة,تاشتة زقاغة
44,عين بويحيى,عين بويحيى
44,الماين,الماين
44,تبركانين,تبركانين
44,بالعاص,بالعاص
45,النعامة,النعامة
45,مشرية,مشرية
45,عين الصفراء,عين الصفراء
45,تيوت,تيوت
45,سفيسيفة,سفيسيفة
45,مغرار,مغرار
45,عسلة,عسلة
45,جنين بورزق,جنين بورزق
45,عين بن خليل,عين بن خليل
45,مكمن بن عمرو,مكمن بن عمرو
45,قصدير,قصدير
45,البيوض,البيوض
46,عين تيموشنت,عين تيموشنت
46,شعبة اللحم,شعبة اللحم
46,عين الكحيل,عين الكحيل
46,حملم بوحجر,حملم بوحجر
46,بوزجار,بوزجار
46,وادي برقش,وادي برقش
46,أغلال,أغلال
46,تارقة,تارقة
46,عين الأربعاء,عين الأربعاء
46,تامزورة,تامزورة
46,شنتوف,شنتوف
46,سيدي بن عدة,سيدي بن عدة
46,عقب الليل,عقب الليل
46,المالح,المالح
46,سيدي بومدين,سيدي بومدين
46,وادي الصباح,وادي الصباح
46,أولاد بوجمعة,أولاد بوجمعة
46,عين الطلبة,عين الطلبة
46,العامرية,العامرية
46,حاسي الغلة,حاسي الغلة
46,الحساسنة,الحساسنة
46,أولاد كحيل,أولاد كحيل
46,بني صاف,بني صاف
46,سيدي الصافي,سيدي الصافي
46,ولهاصة الغرابة,ولهاصة الغرابة
46,سيدي أورياش,سيدي أورياش
46,الأمير عبد القادر,الأمير عبد القادر
46,المساعيد,المساعيد
47,غرداية,غرداية
47,ضاية بن ضحوة,ضاية بن ضحوة
47,بريان,بريان
47,منليلي,منليلي
47,القرارة,القرارة
47,العطف,العطف
47,رلفانة,رلفانة
47,سبسب,سبسب
47,بونورة,بونورة
47,المنصورة,المنصورة
48,غليزان,غليزان
48,وادي رهيو,وادي رهيو
48,بلعسل بوزقزة,بلعسل بوزقزة
48,سيدي سعادة,سيدي سعادة
48,أولاد عيش,أولاد عيش
48,سيدي لزرق,سيدي لزرق
48,الحمادنة,الحمادنة
48,سيدي أحمد بن علي,سيدي أحمد بن علي
48,مديونة,مديونة
48,سيدي خطاب,سيدي خطاب
48,عمي موسى,عمي موسى
48,زمورة,زمورة
48,بني درقون,بني درقون
48,جديوية,جديوية
48,القطار,القطار
48,الحمري,الحمري
48,المطمر,المطمر
48,سيدي امحمد بن عودة,سيدي امحمد بن عودة
48,عين طارق,عين طارق
48,وادي السلام,وادي السلام
48,ورزان,ورزان
48,مازونة,مازونة
48,القلعة,القلعة
48,عين الرحمة,عين الرحمة
48,يلل,يلل
48,وادي الجمعة,وادي الجمعة
48,رمقة,رمقة
48,منداس,منداس
48,الأحلاف,الأحلاف
48,بني زنطيس,بني زنطيس
48,سوق الأحد,سوق الأحد
48,دار بن عبد الله,دار بن عبد الله
48,الحاسي,الحاسي
48,حد الشكالة,حد الشكالة
48,بن داود,بن داود
48,الولجة,الولجة
48,مرجة سيدي عابد,مرجة سيدي عابد
48,أولاد سيدي ميهوب,أولاد سيدي ميهوب
49,تيميمون,تيميمون
49,شروين,شروين
49,قصر قدور,قصر قدور
49,أولاد سعيد,أولاد سعيد
49,تينركوك,تينركوك
49,دلدول,دلدول
49,المطارفة,المطارفة
49,أوقروت,أوقروت
49,طلمين,طلمين
49,أولاد عيسى,أولاد عيسى
50,برج باجي مختار,برج باجي مختار
50,تيمياوين,تيمياوين
51,أولاد جلال,أولاد جلال
51,سيدي خالد,سيدي خالد
51,رأس الميعاد,رأس الميعاد
51,بسباس,بسباس
51,الشعيبة,الشعيبة
51,الدوسن,الدوسن
52,بني عباس,بني عباس
52,تامترت,تامترت
52,كرزاز,كرزاز
52,تيمودي,تيمودي
52,بني يخلف,بني يخلف
52,الوطاء,الوطاء
52,تبلبالة,تبلبالة
52,أولاد خضير,أولاد خضير
52,قصابي,قصابي
52,إيقلي,إيقلي
53,عين صالح,عين صالح
53,إنغر,إنغر
53,فقارة الزوا,فقارة الزوا
54,عين قزام,عين قزام
54,تينزواتين,تينزواتين
55,توقرت,توقرت
55,النزلة,النزلة
55,تبسبست,تبسبست
55,الزاوية العابدية,الزاوية العابدية
55,تماسين,تماسين
55,بلدية عامر,بلدية عامر
55,المقارين,المقارين
55,المنقر,المنقر
55,الطيبات,الطيبات
55,بن ناصر,بن ناصر
55,سيدي سليمان,سيدي سليمان
55,الحجيرة,الحجيرة
55,العالية,العالية
56,جانت,جانت
56,برج الحواس,برج الحواس
57,المغير,المغير
57,أم الطيور,أم الطيور
57,سطيل,سطيل
57,سيدي خليل,سيدي خليل
57,جامعة,جامعة
57,سيدي عمران,سيدي عمران
57,تندلة,تندلة
57,مرارة,مرارة
58,المنيعة,المنيعة
58,حاسي القارة,حاسي القارة
58,حاسي الفحل,حاسي الفحل
